Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,8,No_Sex,1,5
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,9,No_Sex,4,4
31,Female,25,White,English,University Undergraduate Program,38,27,3.108391608,5,10,Sex,4,5
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,1,Sex,4,3
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,2,Sex,3,4
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,3,No_Sex,2,5
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,4,Sex,1,1
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,5,No_Sex,1,4
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,6,No_Sex,3,3
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,7,Sex,1,4
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,8,No_Sex,3,4
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,9,No_Sex,4,1
32,Male,20,White,European,University Undergraduate Program,32,36,2.804195804,8,10,Sex,3,5
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,1,Sex,4,4
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,2,Sex,2,2
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,3,No_Sex,1,2
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,4,Sex,1,3
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,5,No_Sex,1,1
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,6,No_Sex,4,2
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,7,Sex,1,1
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,8,No_Sex,1,4
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,9,No_Sex,4,3
33,Male,25,White,English,University Undergraduate Program,37,39,2.888111888,12,10,Sex,3,5
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,1,Sex,5,4
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,2,Sex,1,3
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,3,No_Sex,1,2
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,4,Sex,1,4
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,5,No_Sex,1,4
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,6,No_Sex,4,4
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,7,Sex,1,3
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,8,No_Sex,1,4
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,9,No_Sex,4,2
34,Male,20,White,European,A-Levels or Equivalent,37,27,3.171328671,3,10,Sex,2,3
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,1,Sex,5,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,2,Sex,4,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,3,No_Sex,1,3
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,4,Sex,3,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,5,No_Sex,1,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,6,No_Sex,5,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,7,Sex,4,3
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,8,No_Sex,1,4
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,9,No_Sex,4,2
35,Male,41,White,English,University Undergraduate Program,45,36,3.129370629,4,10,Sex,3,4
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,1,Sex,4,3
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,2,Sex,2,2
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,3,No_Sex,1,4
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,4,Sex,3,4
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,5,No_Sex,1,4
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,6,No_Sex,4,3
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,7,Sex,2,2
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,8,No_Sex,1,5
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,9,No_Sex,2,2
36,Male,18,Mixed or Multiple ethnic origins,English,University Undergraduate Program,44,29,2.961538462,13,10,Sex,4,3
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,1,Sex,2,4
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,2,Sex,1,5
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,3,No_Sex,1,4
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,4,Sex,1,3
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,5,No_Sex,2,2
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,6,No_Sex,3,3
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,7,Sex,1,2
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,8,No_Sex,1,5
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,9,No_Sex,5,2
37,Male,23,African,African,University Post-Graduate Program,32,34,2.993006993,6,10,Sex,2,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,1,Sex,4,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,2,Sex,2,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,3,No_Sex,2,3
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,4,Sex,2,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,5,No_Sex,1,3
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,6,No_Sex,4,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,7,Sex,4,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,8,No_Sex,4,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,9,No_Sex,4,4
38,Male,35,White,English,University Post-Graduate Program,56,33,2.426573427,8,10,Sex,2,4
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,1,Sex,4,3
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,2,Sex,1,4
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,3,No_Sex,1,3
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,4,Sex,1,2
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,5,No_Sex,1,3
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,6,No_Sex,3,2
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,7,Sex,1,2
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,8,No_Sex,1,4
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,9,No_Sex,2,3
39,Female,32,White,European,A-Levels or Equivalent,33,29,3.402097902,3,10,Sex,3,2
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,1,Sex,4,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,2,Sex,3,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,3,No_Sex,2,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,4,Sex,1,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,5,No_Sex,1,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,6,No_Sex,4,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,7,Sex,1,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,8,No_Sex,1,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,9,No_Sex,1,4
40,Female,38,White,European,A-Levels or Equivalent,43,23,3.307692308,7,10,Sex,4,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,1,Sex,4,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,2,Sex,1,3
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,3,No_Sex,1,3
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,4,Sex,2,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,5,No_Sex,2,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,6,No_Sex,2,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,7,Sex,2,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,8,No_Sex,2,4
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,9,No_Sex,3,2
41,Female,24,Mixed or Multiple ethnic origins,European,A-Levels or Equivalent,41,28,3.454545455,6,10,Sex,2,4
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,1,Sex,5,4
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,2,Sex,3,4
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,3,No_Sex,1,4
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,4,Sex,2,4
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,5,No_Sex,1,5
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,6,No_Sex,4,5
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,7,Sex,1,5
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,8,No_Sex,1,3
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,9,No_Sex,4,2
42,Male,22,White,European,University Undergraduate Program,39,33,3.171328671,10,10,Sex,1,5
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,1,Sex,5,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,2,Sex,1,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,3,No_Sex,1,3
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,4,Sex,1,3
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,5,No_Sex,1,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,6,No_Sex,4,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,7,Sex,1,3
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,8,No_Sex,1,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,9,No_Sex,3,4
43,Male,27,White,European,Doctoral Degree,27,29,3.664335664,5,10,Sex,1,4
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,1,Sex,5,4
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,2,Sex,4,3
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,3,No_Sex,3,5
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,4,Sex,1,4
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,5,No_Sex,2,3
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,6,No_Sex,5,5
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,7,Sex,1,4
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,8,No_Sex,3,3
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,9,No_Sex,4,3
44,Male,20,White,European,A-Levels or Equivalent,38,27,1.86013986,12,10,Sex,1,4
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,1,Sex,2,3
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,2,Sex,3,2
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,3,No_Sex,2,4
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,4,Sex,1,1
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,5,No_Sex,2,4
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,6,No_Sex,4,3
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,7,Sex,2,3
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,8,No_Sex,4,4
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,9,No_Sex,1,1
45,Male,21,White,European,GCSes or Equivalent,37,30,3.192307692,5,10,Sex,4,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,1,Sex,3,4
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,2,Sex,2,4
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,3,No_Sex,1,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,4,Sex,3,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,5,No_Sex,1,4
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,6,No_Sex,3,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,7,Sex,3,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,8,No_Sex,1,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,9,No_Sex,4,3
46,Female,20,White,Other,University Undergraduate Program,31,40,3.559440559,3,10,Sex,1,3
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,1,Sex,4,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,2,Sex,2,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,3,No_Sex,1,5
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,4,Sex,1,5
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,5,No_Sex,1,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,6,No_Sex,5,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,7,Sex,1,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,8,No_Sex,1,5
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,9,No_Sex,5,4
47,Female,45,Asian or Asian Scottish or Asian British,English,University Undergraduate Program,31,36,1,16,10,Sex,1,4
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,1,Sex,5,4
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,2,Sex,2,2
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,3,No_Sex,1,3
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,4,Sex,1,3
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,5,No_Sex,2,3
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,6,No_Sex,4,3
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,7,Sex,1,2
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,8,No_Sex,1,2
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,9,No_Sex,4,3
48,Female,32,White,English,University Post-Graduate Program,20,27,4,3,10,Sex,1,3
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,1,Sex,2,4
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,2,Sex,1,4
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,3,No_Sex,1,4
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,4,Sex,2,4
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,5,No_Sex,1,5
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,6,No_Sex,4,4
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,7,Sex,1,2
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,8,No_Sex,1,5
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,9,No_Sex,4,5
49,Male,25,Mixed or Multiple ethnic origins,Latin American,University Undergraduate Program,48,28,3.402097902,7,10,Sex,4,4
50,Male,18,White,European,Primary School,36,30,3.034965035,4,1,Sex,2,4
50,Male,18,White,European,Primary School,36,30,3.034965035,4,2,Sex,2,2
50,Male,18,White,European,Primary School,36,30,3.034965035,4,3,No_Sex,1,5
50,Male,18,White,European,Primary School,36,30,3.034965035,4,4,Sex,1,4
50,Male,18,White,European,Primary School,36,30,3.034965035,4,5,No_Sex,1,4
50,Male,18,White,European,Primary School,36,30,3.034965035,4,6,No_Sex,4,5
50,Male,18,White,European,Primary School,36,30,3.034965035,4,7,Sex,1,1
50,Male,18,White,European,Primary School,36,30,3.034965035,4,8,No_Sex,1,5
50,Male,18,White,European,Primary School,36,30,3.034965035,4,9,No_Sex,5,2
50,Male,18,White,European,Primary School,36,30,3.034965035,4,10,Sex,1,4
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,1,Sex,5,4
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,2,Sex,5,2
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,3,No_Sex,1,4
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,4,Sex,4,1
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,5,No_Sex,1,4
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,6,No_Sex,5,4
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,7,Sex,2,1
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,8,No_Sex,1,5
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,9,No_Sex,1,1
51,Male,18,White,European,A-Levels or Equivalent,42,49,2.867132867,7,10,Sex,2,2
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,1,Sex,2,4
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,2,Sex,1,2
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,3,No_Sex,1,2
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,4,Sex,1,2
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,5,No_Sex,1,4
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,6,No_Sex,4,4
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,7,Sex,1,1
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,8,No_Sex,1,4
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,9,No_Sex,4,2
52,Female,28,White,European,University Undergraduate Program,18,48,3.559440559,3,10,Sex,2,2
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,1,Sex,5,5
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,2,Sex,1,4
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,3,No_Sex,1,4
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,4,Sex,1,3
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,5,No_Sex,2,4
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,6,No_Sex,5,4
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,7,Sex,1,3
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,8,No_Sex,1,5
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,9,No_Sex,5,3
53,Female,19,White,European,University Undergraduate Program,22,29,3.685314685,3,10,Sex,1,4
54,Male,18,White,European,Primary School,39,36,3.307692308,7,1,Sex,4,5
54,Male,18,White,European,Primary School,39,36,3.307692308,7,2,Sex,1,4
54,Male,18,White,European,Primary School,39,36,3.307692308,7,3,No_Sex,1,4
54,Male,18,White,European,Primary School,39,36,3.307692308,7,4,Sex,1,2
54,Male,18,White,European,Primary School,39,36,3.307692308,7,5,No_Sex,1,5
54,Male,18,White,European,Primary School,39,36,3.307692308,7,6,No_Sex,4,3
54,Male,18,White,European,Primary School,39,36,3.307692308,7,7,Sex,1,2
54,Male,18,White,European,Primary School,39,36,3.307692308,7,8,No_Sex,1,5
54,Male,18,White,European,Primary School,39,36,3.307692308,7,9,No_Sex,2,4
54,Male,18,White,European,Primary School,39,36,3.307692308,7,10,Sex,2,2
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,1,Sex,5,4
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,2,Sex,4,4
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,3,No_Sex,1,2
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,4,Sex,3,2
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,5,No_Sex,1,4
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,6,No_Sex,5,4
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,7,Sex,2,3
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,8,No_Sex,1,4
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,9,No_Sex,5,2
55,Female,21,White,European,GCSes or Equivalent,41,33,3.402097902,6,10,Sex,2,3
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,1,Sex,4,4
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,2,Sex,1,2
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,3,No_Sex,1,2
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,4,Sex,1,2
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,5,No_Sex,1,2
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,6,No_Sex,4,4
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,7,Sex,1,2
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,8,No_Sex,3,3
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,9,No_Sex,3,3
56,Female,22,White,European,University Post-Graduate Program,26,49,3.412587413,6,10,Sex,1,2
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,1,Sex,5,3
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,2,Sex,1,2
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,3,No_Sex,1,4
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,4,Sex,1,3
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,5,No_Sex,3,4
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,6,No_Sex,4,4
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,7,Sex,1,3
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,8,No_Sex,4,5
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,9,No_Sex,2,1
57,Female,46,White,European,University Undergraduate Program,33,33,3.548951049,9,10,Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,1,Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,2,Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,3,No_Sex,1,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,4,Sex,3,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,5,No_Sex,1,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,6,No_Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,7,Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,8,No_Sex,1,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,9,No_Sex,4,4
58,Male,32,Mixed or Multiple ethnic origins,European,University Undergraduate Program,36,23,3.255244755,4,10,Sex,1,4
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,1,Sex,5,5
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,2,Sex,1,4
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,3,No_Sex,1,2
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,4,Sex,1,4
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,5,No_Sex,1,2
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,6,No_Sex,5,2
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,7,Sex,1,2
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,8,No_Sex,2,4
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,9,No_Sex,3,1
59,Female,26,White,European,University Undergraduate Program,17,35,3.517482517,10,10,Sex,1,5
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,1,Sex,5,4
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,2,Sex,1,3
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,3,No_Sex,1,4
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,4,Sex,1,5
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,5,No_Sex,4,4
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,6,No_Sex,2,4
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,7,Sex,2,4
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,8,No_Sex,1,5
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,9,No_Sex,5,5
60,Male,18,White,European,A-Levels or Equivalent,38,29,2.342657343,6,10,Sex,4,4
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,1,Sex,4,4
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,2,Sex,3,4
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,3,No_Sex,1,3
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,4,Sex,2,3
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,5,No_Sex,1,3
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,6,No_Sex,4,4
